,Nombre,Edad,Club,Grupo_Posicion,Nacionalidad,Valoracion_General,Potencial,Valor_Mercado,Salario,Arquetipo_Atipico,Indice_Rendimiento,Ratio_Valor_Rendimiento,ZScore_Altura_cm,ZScore_Fuerza
840,N. Chadli,28,AS Monaco,Mediocampista,Belgium,78,78,10500000,66000,['Especialista Oculto'],78,7.38E-06,1.676090224,1.732438362
841,Arbilla,31,SD Eibar,Defensor,Spain,78,78,7000000,23000,"['Especialista Oculto', 'Especialista Oculto']",75.83333333,1.08E-05,-0.785693717,0.695249772
842,L. Dunk,26,Brighton & Hove Albion,Defensor,England,78,81,11000000,46000,['Especialista Oculto'],78.5,7.11E-06,1.684892905,1.073258406
843,P. Hernández,31,Independiente,Mediocampista,Chile,78,78,9000000,24000,['Especialista Oculto'],75.66666667,8.39E-06,1.239642967,1.488706729
844,J. Guidetti,26,Deportivo Alavés,Atacante,Sweden,78,81,13000000,29000,['Especialista Oculto'],78.66666667,6.04E-06,0.688844659,1.176837698
845,Sergi Gómez,26,Sevilla FC,Defensor,Spain,78,83,11500000,17000,['Especialista Oculto'],78.33333333,6.80E-06,0.449599594,0.695249772
847,Lucas Pérez,29,West Ham United,Atacante,Spain,78,78,10500000,85000,['Especialista Oculto'],79,7.46E-06,-0.082101983,0.204748276
848,B. Natcho,30,Olympiacos CFP,Mediocampista,Israel,78,78,9500000,1000,['Especialista Oculto'],77.33333333,8.14E-06,-0.069698801,0.676267954
851,G. Krychowiak,28,Lokomotiv Moscow,Mediocampista,Poland,78,79,9500000,1000,['Especialista Oculto'],74,7.79E-06,1.239642967,1.732438362
852,N. Lodeiro,29,Seattle Sounders FC,Mediocampista,Uruguay,78,78,10000000,11000,"['Especialista Oculto', 'Especialista Oculto']",80.16666667,8.01E-06,-1.37904057,-0.054926944
853,O. Özyakup,25,Be?ikta? JK,Mediocampista,Turkey,78,81,13000000,47000,"['Especialista Oculto', 'Especialista Oculto']",79.83333333,6.12E-06,0.366748455,0.026316933
855,K. Papadopoulos,26,Hamburger SV,Defensor,Greece,78,80,10500000,16000,['Especialista Oculto'],78.16666667,7.43E-06,0.449599594,1.829275676
857,M. Debuchy,32,AS Saint-Étienne,Defensor,France,78,78,5500000,31000,['Especialista Oculto'],76,1.37E-05,-1.197458154,0.128236819
859,Z. Junuzovi?,30,FC Red Bull Salzburg,Mediocampista,Austria,78,78,9500000,39000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",80.66666667,8.46E-06,-0.942593314,0.270048566
860,Granero,30,RCD Espanyol,Mediocampista,Spain,78,78,9500000,30000,['Especialista Oculto'],73.66666667,7.73E-06,0.366748455,0.513780199
862,Fábio Coentrão,30,Rio Ave FC,Atacante,Portugal,78,78,10000000,13000,"['Especialista Oculto', 'Especialista Oculto']",75,7.49E-06,-0.467575304,-0.019580052
865,N. Gudelj,26,Sporting CP,Mediocampista,Serbia,78,80,10500000,19000,['Especialista Oculto'],75,7.13E-06,1.676090224,2.13865775
867,E. Hernández,30,Cruz Azul,Mediocampista,Mexico,78,78,10000000,29000,['Especialista Oculto'],79.83333333,7.96E-06,-1.37904057,-0.298658577
868,Jurado,32,Al Ahli,Mediocampista,Spain,78,78,8000000,41000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",74.33333333,9.24E-06,-0.506146058,-0.379902455
869,R. Cabella,28,AS Saint-Étienne,Mediocampista,France,78,78,10500000,36000,['Especialista Oculto'],76.66666667,7.28E-06,-1.37904057,-0.948609598
870,Rafael Tolói,27,Atalanta,Defensor,Brazil,78,80,10000000,27000,['Especialista Oculto'],77.33333333,7.71E-06,0.449599594,-0.155269657
872,Hernanes,33,Hebei China Fortune FC,Mediocampista,Brazil,78,78,6000000,19000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",78.33333333,1.30E-05,0.366748455,0.838755709
873,K. Honda,32,Melbourne Victory,Mediocampista,Japan,78,78,8000000,12000,"['Especialista Oculto', 'Especialista Oculto']",79.16666667,9.88E-06,0.803195711,0.595024076
874,A. Dzyuba,29,Agente Libre,Atacante,Russia,78,78,0,0,['Talento Infravalorado'],76.16666667,76.16666667,2.230737942,1.999374901
875,J. Holebas,34,Watford,Defensor,Greece,78,78,2900000,51000,['Especialista Oculto'],74.5,2.52E-05,0.449599594,0.222738978
879,Daniel Carriço,29,Sevilla FC,Defensor,Portugal,78,78,8000000,18000,['Especialista Oculto'],76,9.48E-06,-0.37392928,0.600747613
880,J. Cork,29,Burnley,Mediocampista,England,78,78,10000000,58000,['Especialista Oculto'],80.33333333,7.99E-06,0.803195711,1.244975097
881,J. Tomkins,29,Crystal Palace,Defensor,England,78,79,9000000,53000,['Especialista Oculto'],78.66666667,8.69E-06,1.684892905,0.78975193
884,J. Shelvey,26,Newcastle United,Mediocampista,England,78,80,12500000,50000,['Especialista Oculto'],78.5,6.25E-06,0.803195711,0.757511831
885,R. Eremenko,31,Spartak Moscow,Mediocampista,Finland,78,78,9000000,1000,['Especialista Oculto'],79.16666667,8.80E-06,1.239642967,0.838755709
886,R. Vormer,30,Club Brugge KV,Mediocampista,Netherlands,78,78,9500000,26000,"['Especialista Oculto', 'Especialista Oculto']",77.5,8.14E-06,-0.069698801,1.082487342
887,J. Lens,30,Be?ikta? JK,Mediocampista,Netherlands,78,78,10000000,50000,['Especialista Oculto'],76.16666667,7.58E-06,-0.069698801,1.244975097
888,Adriano,33,Be?ikta? JK,Defensor,Brazil,78,78,4000000,45000,"['Especialista Oculto', 'Especialista Oculto']",74,1.83E-05,-1.609222591,-0.344273974
891,C. Ansaldi,31,Torino,Mediocampista,Argentina,78,78,7000000,54000,['Especialista Oculto'],78,1.11E-05,0.366748455,0.432536321
893,R. Alessandrini,29,LA Galaxy,Mediocampista,France,78,78,10000000,11000,['Especialista Oculto'],75.83333333,7.58E-06,-0.942593314,-0.136170822
894,J. Ward-Prowse,23,Southampton,Mediocampista,England,77,82,12000000,41000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",79.66666667,6.62E-06,-0.942593314,-0.379902455
902,M. Dossevi,30,Toulouse Football Club,Mediocampista,Togo,77,77,8500000,30000,['Especialista Oculto'],74.66666667,8.75E-06,-0.942593314,-0.298658577
905,Iván Ramis,33,SD Eibar,Defensor,Spain,77,77,3600000,22000,['Especialista Oculto'],77.5,2.14E-05,0.861364031,1.829275676
908,E. Çolak,27,Al Wehda,Mediocampista,Turkey,77,77,9500000,27000,['Especialista Oculto'],75.33333333,7.91E-06,-1.37904057,-1.761048373
914,J. Hendrix,23,PSV,Mediocampista,Netherlands,77,82,10000000,13000,['Especialista Oculto'],74.83333333,7.47E-06,0.366748455,0.919999586
917,C. Grenier,27,Stade Rennais FC,Mediocampista,France,77,78,10000000,32000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",76.5,7.63E-06,1.239642967,0.919999586
918,T. Strobl,28,Borussia Mönchengladbach,Mediocampista,Germany,77,77,7000000,27000,['Especialista Oculto'],67.16666667,9.56E-06,1.676090224,1.326218974
919,V. Odjidja-Ofoe,29,KAA Gent,Mediocampista,Belgium,77,77,8500000,24000,['Especialista Oculto'],77.83333333,9.13E-06,0.803195711,1.732438362
922,J. Maddison,21,Leicester City,Mediocampista,England,77,85,13000000,45000,['Especialista Oculto'],76.83333333,5.89E-06,-0.506146058,-1.761048373
923,K. El Ahmadi,33,Al Ittihad,Mediocampista,Morocco,77,77,3600000,35000,['Especialista Oculto'],77.66666667,2.14E-05,0.366748455,0.919999586
925,M. Gabbiadini,26,Southampton,Atacante,Italy,77,78,10500000,51000,['Especialista Oculto'],77.33333333,7.33E-06,-0.082101983,0.354300495
927,M. Ritchie,28,Newcastle United,Mediocampista,Scotland,77,77,9000000,49000,['Especialista Oculto'],75.33333333,8.33E-06,-0.942593314,-0.2174147
929,Javi Fuego,34,Villarreal CF,Mediocampista,Spain,77,77,2700000,28000,['Especialista Oculto'],72.33333333,2.65E-05,0.803195711,1.244975097
931,J. Amavi,24,Olympique de Marseille,Defensor,France,77,82,10000000,34000,['Especialista Oculto'],71.66666667,7.14E-06,-1.197458154,-0.060767498
932,R. Malinovskyi,25,KRC Genk,Mediocampista,Ukraine,77,81,11500000,17000,"['Especialista Oculto', 'Especialista Oculto']",77.5,6.73E-06,0.366748455,0.595024076
934,G. Conti,23,SL Benfica,Defensor,Argentina,77,83,10500000,10000,['Especialista Oculto'],77.5,7.37E-06,1.684892905,0.884254089
935,Bruno,28,Getafe CF,Defensor,Spain,77,78,8000000,23000,['Especialista Oculto'],78,9.72E-06,0.449599594,1.640271358
938,L. Cook,21,Bournemouth,Mediocampista,England,77,84,12500000,44000,['Especialista Oculto'],77.33333333,6.16E-06,-0.506146058,0.107560811
940,Gazzolisco,30,Internacional,Defensor,Brazil,77,77,6500000,26000,['Especialista Oculto'],74.83333333,1.15E-05,0.449599594,1.073258406
941,Jonatan Soriano,32,Beijing Sinobo Guoan FC,Atacante,Spain,77,77,7000000,23000,['Especialista Oculto'],78.5,1.12E-05,-0.082101983,0.204748276
942,Rubén Peña,26,SD Eibar,Defensor,Spain,77,78,8500000,22000,['Especialista Oculto'],70.66666667,8.29E-06,-2.020987028,-0.62778045
944,P. Groß,27,Brighton & Hove Albion,Mediocampista,Germany,77,78,10000000,47000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",81.16666667,8.08E-06,0.366748455,0.757511831
945,L. Baines,33,Everton,Defensor,England,77,77,3400000,74000,"['Especialista Oculto', 'Especialista Oculto']",73.16666667,2.11E-05,-2.020987028,-1.478299878
946,A. Ogbonna,30,West Ham United,Defensor,Italy,77,77,6500000,65000,['Especialista Oculto'],77.33333333,1.18E-05,1.273128468,0.884254089
953,Luís Neto,30,Agente Libre,Defensor,Portugal,77,77,0,0,"['Especialista Oculto', 'Talento Infravalorado']",77.5,77.5,0.861364031,0.128236819
971,Victor Sánchez,30,RCD Espanyol,Mediocampista,Spain,77,77,6500000,26000,"['Especialista Oculto', 'Especialista Oculto']",74.83333333,1.15E-05,-0.506146058,-0.2174147
972,D. Suárez,30,Getafe CF,Defensor,Uruguay,77,77,6500000,22000,['Especialista Oculto'],72.16666667,1.11E-05,-1.609222591,0.222738978
974,L. Dubois,23,Olympique Lyonnais,Defensor,France,77,84,10500000,44000,"['Especialista Oculto', 'Especialista Oculto']",70.5,6.69E-06,-0.785693717,-0.533278291
975,André Pinto,28,Sporting CP,Defensor,Portugal,77,77,7000000,14000,['Especialista Oculto'],79.33333333,1.13E-05,1.684892905,1.640271358
984,T. Chandler,28,Eintracht Frankfurt,Defensor,United States,77,77,7000000,33000,['Especialista Oculto'],75.16666667,1.07E-05,0.037835157,1.073258406
989,T. Rincón,30,Torino,Mediocampista,Venezuela,77,77,8000000,42000,['Especialista Oculto'],77.33333333,9.62E-06,-0.069698801,1.244975097
990,M. Pereira,34,FC Porto,Defensor,Uruguay,77,77,2500000,13000,['Especialista Oculto'],72,2.87E-05,-1.609222591,-0.722282609
991,C. Borges,30,Göztepe SK,Mediocampista,Costa Rica,77,77,6500000,24000,['Especialista Oculto'],76,1.16E-05,0.803195711,1.163731219
995,B. Bourigeaud,24,Stade Rennais FC,Mediocampista,France,77,81,11500000,28000,['Especialista Oculto'],76.66666667,6.65E-06,-0.069698801,0.270048566
997,D. Kuzyaev,25,Agente Libre,Mediocampista,Russia,77,80,0,0,['Talento Infravalorado'],75.33333333,75.33333333,0.803195711,-0.2174147
998,R. Sambueza,34,Deportivo Toluca,Mediocampista,Argentina,77,77,4500000,26000,"['Especialista Oculto', 'Especialista Oculto']",79.66666667,1.76E-05,-0.506146058,1.082487342
1002,L. Tonelli,28,Sampdoria,Defensor,Italy,77,79,8500000,53000,['Especialista Oculto'],76.33333333,8.92E-06,0.037835157,0.222738978
1003,M. Zárate,31,Boca Juniors,Atacante,Argentina,77,77,8000000,26000,['Especialista Oculto'],77.66666667,9.68E-06,-0.853048625,-0.019580052
1008,G. Sio,29,Agente Libre,Atacante,Ivory Coast,77,77,0,0,['Talento Infravalorado'],74.83333333,74.83333333,-0.082101983,0.578628823
1009,J. McCarthy,27,Everton,Mediocampista,Republic of Ireland,77,77,7500000,74000,['Especialista Oculto'],73.83333333,9.75E-06,0.366748455,0.757511831
1011,H. Pérez,29,RCD Espanyol,Mediocampista,Paraguay,77,77,8500000,29000,['Especialista Oculto'],75.66666667,8.87E-06,0.366748455,0.595024076
1020,M. Hasebe,34,Eintracht Frankfurt,Defensor,Japan,77,77,2700000,31000,['Especialista Oculto'],75.16666667,2.75E-05,-0.37392928,-0.249771815
1026,Yeray,23,Athletic Club de Bilbao,Defensor,Spain,77,83,10500000,19000,['Especialista Oculto'],75.66666667,7.19E-06,0.037835157,0.506245454
1028,L. Schøne,32,Ajax,Mediocampista,Denmark,77,77,6500000,19000,"['Especialista Oculto', 'Especialista Oculto']",76.16666667,1.17E-05,-0.069698801,-0.379902455
1029,C. Ünder,20,Roma,Mediocampista,Turkey,77,87,14500000,46000,['Especialista Oculto'],72.83333333,5.01E-06,-0.942593314,-0.623634087
1033,Wallace,23,Lazio,Defensor,Brazil,77,82,10000000,35000,['Especialista Oculto'],78.33333333,7.81E-06,1.273128468,0.978756248
1034,Pedro Obiang,26,West Ham United,Mediocampista,Equatorial Guinea,77,80,9000000,65000,['Especialista Oculto'],76.16666667,8.40E-06,1.239642967,1.082487342
1036,N. Mukiele,20,RB Leipzig,Defensor,France,77,86,12000000,30000,['Especialista Oculto'],74.5,6.19E-06,0.449599594,0.78975193
1037,T. Vermaelen,32,FC Barcelona,Defensor,Belgium,77,77,5000000,110000,"['Especialista Oculto', 'Especialista Oculto']",75.66666667,1.48E-05,0.037835157,0.78975193
1039,Diego Llorente,24,Real Sociedad,Defensor,Spain,77,83,10500000,22000,['Especialista Oculto'],76.16666667,7.24E-06,0.449599594,0.128236819
1044,V. Grifo,25,TSG 1899 Hoffenheim,Mediocampista,Italy,77,79,11000000,33000,"['Especialista Oculto', 'Especialista Oculto']",75.66666667,6.86E-06,0.366748455,0.026316933
1045,A. Turan,31,Medipol Ba?ak?ehir FK,Mediocampista,Turkey,77,77,7500000,120000,['Especialista Oculto'],76,9.97E-06,-0.069698801,0.513780199
1047,D. Schwaab,29,PSV,Defensor,Germany,77,77,7000000,16000,['Especialista Oculto'],76.5,1.09E-05,0.449599594,0.506245454
1048,M. Schmelzer,30,Borussia Dortmund,Defensor,Germany,77,77,6500000,43000,['Especialista Oculto'],75.16666667,1.15E-05,-0.37392928,0.411743296
1060,D. Zakaria,21,Borussia Mönchengladbach,Mediocampista,Switzerland,77,85,13000000,21000,"['Especialista Oculto', 'Especialista Oculto']",77,5.91E-06,2.11253748,1.732438362
1061,G. Dzhikiya,24,Spartak Moscow,Defensor,Russia,77,83,10500000,1000,['Especialista Oculto'],76.16666667,7.25E-06,0.861364031,1.451267041
1065,D. Cheryshev,27,Valencia CF,Mediocampista,Russia,77,77,9500000,31000,['Especialista Oculto'],72.16666667,7.57E-06,-0.069698801,0.432536321
1067,Wendell,24,Bayer 04 Leverkusen,Defensor,Brazil,77,80,9500000,43000,['Especialista Oculto'],69,7.23E-06,-0.785693717,-0.62778045
1068,M. Layún,30,Villarreal CF,Mediocampista,Mexico,77,77,6500000,28000,['Especialista Oculto'],75.5,1.16E-05,0.366748455,0.351292443
1072,W. Cyprien,23,OGC Nice,Mediocampista,France,77,84,12500000,28000,['Especialista Oculto'],78,6.23E-06,0.366748455,1.326218974
1073,G. Paletta,32,Jiangsu Suning FC,Defensor,Italy,77,77,5000000,20000,['Especialista Oculto'],78.83333333,1.57E-05,1.273128468,1.640271358
1079,J. Kucka,31,Trabzonspor,Mediocampista,Slovakia,77,77,7500000,32000,['Especialista Oculto'],76.33333333,1.01E-05,1.239642967,2.301145505
1080,R. Brady,26,Burnley,Defensor,Republic of Ireland,77,78,10500000,52000,"['Especialista Oculto', 'Especialista Oculto']",65.66666667,6.22E-06,-0.785693717,-0.62778045
1082,W. Reid,29,West Ham United,Defensor,New Zealand,77,77,7000000,68000,['Especialista Oculto'],77.83333333,1.10E-05,1.273128468,0.978756248
1085,R. Loftus-Cheek,22,Chelsea,Mediocampista,England,77,85,13000000,76000,['Especialista Oculto'],79.66666667,6.09E-06,2.11253748,1.488706729
1086,S. De Maio,31,Bologna,Defensor,France,77,77,6000000,30000,['Especialista Oculto'],78.66666667,1.30E-05,1.273128468,2.018279993
1097,J. Lukaku,23,Lazio,Mediocampista,Belgium,77,81,11500000,39000,['Especialista Oculto'],75.66666667,6.56E-06,-0.069698801,1.81368224
1104,G. Shibasaki,26,Getafe CF,Mediocampista,Japan,77,80,11000000,24000,['Especialista Oculto'],77.66666667,7.05E-06,-0.506146058,-0.136170822
1107,T. Kehrer,21,Paris Saint-Germain,Defensor,Germany,77,84,11000000,43000,['Especialista Oculto'],75,6.79E-06,0.449599594,-0.060767498
1111,Jefferson,29,Sporting CP,Defensor,Brazil,77,77,6500000,14000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",71.16666667,1.09E-05,-1.197458154,0.033734661
1113,E. Bardhi,22,Levante UD,Mediocampista,FYR Macedonia,77,83,12000000,22000,['Especialista Oculto'],77.66666667,6.46E-06,-0.942593314,-1.029853475
1117,Danilo,34,Bologna,Defensor,Brazil,77,77,2700000,26000,['Especialista Oculto'],76.83333333,2.82E-05,0.449599594,0.033734661
1120,J. Villar,41,Agente Libre,Portero,Paraguay,77,77,0,0,['Talento Infravalorado'],72,72,-1.649540299,0.125739675
1126,F. Kosti?,25,Eintracht Frankfurt,Mediocampista,Serbia,77,78,10500000,16000,['Especialista Oculto'],75,7.13E-06,0.803195711,1.001243464
1128,Cote,28,SD Eibar,Defensor,Spain,77,77,7000000,23000,['Especialista Oculto'],73.66666667,1.05E-05,0.037835157,-0.438776133
1129,H. Winks,22,Tottenham Hotspur,Mediocampista,England,77,85,13000000,66000,['Especialista Oculto'],79.66666667,6.10E-06,-0.506146058,0.107560811
1131,M. Hinteregger,25,FC Augsburg,Defensor,Austria,77,80,9500000,23000,['Especialista Oculto'],76.5,8.03E-06,0.037835157,1.167760565
1132,L. Acosta,24,DC United,Mediocampista,Argentina,77,79,11000000,8000,['Anomalía Física'],77.16666667,7.01E-06,-3.124829595,-1.029853475
1135,M. Fabián,28,Eintracht Frankfurt,Mediocampista,Mexico,77,77,9000000,36000,['Especialista Oculto'],75.66666667,8.37E-06,-1.37904057,0.188804688
1145,Juanpe,27,Girona FC,Defensor,Spain,77,78,8500000,27000,['Especialista Oculto'],75.33333333,8.83E-06,1.273128468,0.695249772
1146,K. Fortounis,25,Olympiacos CFP,Mediocampista,Greece,77,80,11000000,1000,['Especialista Oculto'],75.66666667,6.88E-06,0.366748455,0.351292443
1148,B. Oczipka,29,FC Schalke 04,Defensor,Germany,77,77,6500000,30000,"['Especialista Oculto', 'Especialista Oculto']",74.66666667,1.14E-05,0.449599594,0.600747613
1150,T. Hernández,20,Real Sociedad,Defensor,France,77,85,11000000,76000,['Especialista Oculto'],72.33333333,6.53E-06,0.037835157,0.78975193
1151,M. Lowton,29,Burnley,Defensor,England,77,77,6500000,50000,['Especialista Oculto'],75.83333333,1.16E-05,-0.37392928,0.222738978
1152,I. Diop,21,West Ham United,Defensor,France,77,86,12000000,46000,['Especialista Oculto'],76.16666667,6.32E-06,1.684892905,1.167760565
1153,B. André,27,Stade Rennais FC,Mediocampista,France,77,77,9000000,32000,['Especialista Oculto'],77.33333333,8.56E-06,0.366748455,1.244975097
1154,C. Piccini,25,Valencia CF,Defensor,Italy,77,80,9000000,29000,['Especialista Oculto'],75,8.31E-06,0.861364031,0.695249772
1157,Yuri Berchiche,28,Athletic Club de Bilbao,Defensor,Spain,77,77,7000000,23000,"['Especialista Oculto', 'Especialista Oculto']",73.66666667,1.05E-05,-0.37392928,0.600747613
1162,I. Radovanovi?,29,Chievo Verona,Mediocampista,Serbia,77,77,7000000,18000,['Especialista Oculto'],74.16666667,1.06E-05,1.676090224,1.569950607
1164,Jony,26,Deportivo Alavés,Mediocampista,Spain,77,77,9500000,12000,['Especialista Oculto'],74.33333333,7.81E-06,-0.069698801,0.595024076
1165,D. Buonanotte,30,Universidad Católica,Mediocampista,Argentina,77,77,8500000,12000,['Anomalía Física'],73.83333333,8.67E-06,-3.124829595,-2.573487149
1166,Tomás Pina,30,Deportivo Alavés,Mediocampista,Spain,77,77,8000000,25000,['Especialista Oculto'],73.5,9.16E-06,1.239642967,0.838755709
1169,F. Belluschi,34,San Lorenzo de Almagro,Mediocampista,Argentina,77,77,4500000,22000,['Especialista Oculto'],75.33333333,1.67E-05,-0.942593314,0.676267954
1172,N. Barella,21,Cagliari,Mediocampista,Italy,77,89,15500000,24000,['Especialista Oculto'],77.66666667,5.00E-06,-0.942593314,-0.054926944
1173,Angeliño,21,PSV,Defensor,Spain,77,83,10500000,11000,['Especialista Oculto'],68.66666667,6.53E-06,-1.197458154,0.128236819
1175,F. Orellana,32,SD Eibar,Mediocampista,Chile,77,77,7000000,24000,['Especialista Oculto'],72.83333333,1.04E-05,-1.815487826,-2.248511639
1182,F. Higuaín,33,Columbus Crew SC,Mediocampista,Argentina,77,77,5500000,10000,['Especialista Oculto'],75.16666667,1.36E-05,-0.942593314,0.026316933
1183,A. Barák,23,Udinese,Mediocampista,Czech Republic,77,84,12500000,24000,['Especialista Oculto'],77.83333333,6.21E-06,2.11253748,1.326218974
1188,D. Janmaat,28,Watford,Defensor,Netherlands,77,77,7000000,50000,['Especialista Oculto'],74,1.05E-05,0.449599594,-0.060767498
1193,W. Boly,27,Wolverhampton Wanderers,Defensor,France,77,80,9000000,58000,['Especialista Oculto'],77.5,8.56E-06,2.096657342,2.112782152
1195,C. Villanueva,32,Al Ittihad,Mediocampista,Chile,77,77,7000000,39000,['Especialista Oculto'],77,1.09E-05,-0.942593314,-1.436072863
1205,N. Radoja,25,RC Celta,Mediocampista,Serbia,76,81,10000000,22000,"['Especialista Oculto', 'Especialista Oculto']",72,7.18E-06,1.239642967,0.919999586
1207,David Juncà,24,RC Celta,Defensor,Spain,76,81,8500000,18000,['Especialista Oculto'],71,8.34E-06,-1.197458154,0.506245454
1209,Gabriel Boschilia,22,FC Nantes,Atacante,Brazil,76,82,10500000,48000,['Especialista Oculto'],71,6.73E-06,-1.238521945,-1.739430567
1210,Iuri Medeiros,23,Genoa,Mediocampista,Portugal,76,79,10000000,12000,['Especialista Oculto'],74,7.39E-06,-0.506146058,-1.679804496
1211,M. Phillips,27,West Bromwich Albion,Mediocampista,Scotland,76,76,8000000,34000,['Especialista Oculto'],71.16666667,8.86E-06,0.803195711,1.326218974
1214,Mario Suárez,31,Guizhou Hengfeng FC,Mediocampista,Spain,76,76,6500000,16000,['Especialista Oculto'],75.16666667,1.15E-05,1.676090224,1.488706729
1217,D. Reyes,25,Fenerbahçe SK,Defensor,Mexico,76,80,8500000,48000,['Especialista Oculto'],75.5,8.83E-06,0.861364031,-0.155269657
1218,Bernat,25,Paris Saint-Germain,Defensor,Spain,76,77,7500000,54000,['Especialista Oculto'],67,8.87E-06,-2.020987028,-1.478299878
1220,S. Langkamp,30,SV Werder Bremen,Defensor,Germany,76,76,5500000,24000,['Especialista Oculto'],77.5,1.40E-05,1.273128468,1.167760565
1221,J. Sosa,33,Trabzonspor,Mediocampista,Argentina,76,76,4500000,30000,['Especialista Oculto'],78,1.72E-05,-0.069698801,0.270048566
1232,A. Nagy,23,Bologna,Mediocampista,Hungary,76,83,9500000,24000,['Especialista Oculto'],78.66666667,8.26E-06,-0.069698801,-0.623634087
1246,Junior Firpo,21,Real Betis,Mediocampista,Spain,76,81,8500000,15000,['Especialista Oculto'],69.5,8.16E-06,0.803195711,1.001243464
1249,M. Díaz,31,Racing Club,Mediocampista,Chile,76,76,5000000,19000,['Especialista Oculto'],76.33333333,1.52E-05,-2.251935083,0.432536321
1252,Mario Hermoso,23,RCD Espanyol,Defensor,Spain,76,84,10000000,21000,['Especialista Oculto'],74.33333333,7.42E-06,0.037835157,0.600747613
1255,R. Marin,22,Standard de Liège,Mediocampista,Romania,76,82,10500000,15000,['Especialista Oculto'],75.33333333,7.16E-06,-0.506146058,0.270048566
1260,Ganso,28,Amiens SC,Mediocampista,Brazil,76,76,8000000,17000,"['Especialista Oculto', 'Especialista Oculto']",76.33333333,9.52E-06,0.803195711,0.432536321
1263,Vitor Hugo,27,Fiorentina,Defensor,Brazil,76,78,7500000,45000,['Especialista Oculto'],77,1.02E-05,0.861364031,0.695249772
1265,R. Snodgrass,30,West Ham United,Mediocampista,Scotland,76,76,7500000,66000,"['Especialista Oculto', 'Especialista Oculto']",76.5,1.01E-05,0.803195711,0.676267954
1271,C. Riveros,35,Agente Libre,Mediocampista,Paraguay,76,76,0,0,['Talento Infravalorado'],76.33333333,76.33333333,-0.069698801,0.026316933
1273,M. Torres,33,Deportivo Cali,Mediocampista,Colombia,76,76,4700000,4000,['Especialista Oculto'],75.83333333,1.61E-05,-1.37904057,0.270048566
1274,M. Noble,31,West Ham United,Mediocampista,England,76,76,6500000,66000,['Especialista Oculto'],76.66666667,1.17E-05,-0.069698801,0.676267954
1286,Jordi Amat,26,Rayo Vallecano,Defensor,Spain,76,80,8500000,18000,['Especialista Oculto'],74.33333333,8.73E-06,0.449599594,0.78975193
1291,G. Töre,26,Be?ikta? JK,Mediocampista,Turkey,76,77,9000000,43000,['Especialista Oculto'],73.66666667,8.15E-06,-0.506146058,1.082487342
1295,Ki Sung Yueng,29,Newcastle United,Mediocampista,Korea Republic,76,76,7500000,46000,"['Especialista Oculto', 'Especialista Oculto']",77.83333333,1.03E-05,1.676090224,0.676267954
1304,E. Mangala,27,Manchester City,Defensor,France,76,78,7500000,84000,['Especialista Oculto'],74.66666667,9.85E-06,0.861364031,1.5457692
1306,Víctor Vázquez,31,Toronto FC,Mediocampista,Spain,76,76,6500000,9000,['Especialista Oculto'],77.5,1.19E-05,-0.506146058,-0.2174147
1308,Carles Planas,27,Girona FC,Defensor,Spain,76,77,7000000,26000,"['Especialista Oculto', 'Especialista Oculto']",72,1.02E-05,-1.609222591,0.506245454
1313,M. Darmian,28,Manchester United,Defensor,Italy,76,76,6000000,88000,['Especialista Oculto'],73.5,1.21E-05,0.037835157,-0.62778045
1314,N. Chalobah,23,Watford,Mediocampista,England,76,81,8500000,38000,['Especialista Oculto'],73.83333333,8.65E-06,1.239642967,1.082487342
1316,André Simões,28,AEK Athens,Mediocampista,Portugal,76,76,7500000,1000,['Especialista Oculto'],76.83333333,1.02E-05,-0.069698801,0.513780199
1319,F. Viviani,26,SPAL,Mediocampista,Italy,76,79,9500000,15000,['Especialista Oculto'],75.5,7.93E-06,0.366748455,0.595024076
1321,Rubén Duarte,22,Deportivo Alavés,Defensor,Spain,76,81,8500000,18000,['Especialista Oculto'],73.5,8.63E-06,-0.37392928,0.033734661
1324,A. Ruiz,24,Club Atlético Colón,Atacante,Argentina,76,79,10000000,13000,['Especialista Oculto'],77,7.69E-06,0.303371338,0.87773326
1330,A. Izzo,26,Torino,Defensor,Italy,76,81,8500000,36000,['Especialista Oculto'],76.16666667,8.92E-06,0.037835157,0.222738978
1334,J. Morel,34,Olympique Lyonnais,Defensor,Madagascar,76,76,2300000,48000,['Especialista Oculto'],74.66666667,3.18E-05,-1.197458154,0.600747613
1335,G. Kakuta,27,Rayo Vallecano,Mediocampista,DR Congo,76,76,8000000,20000,"['Especialista Oculto', 'Especialista Oculto']",74.66666667,9.31E-06,-0.942593314,0.270048566
1340,M. Moralez,31,New York City FC,Mediocampista,Argentina,76,76,7000000,9000,['Anomalía Física'],75.5,1.08E-05,-3.561276851,-2.329755516
