,Nombre,Edad,Club,Grupo_Posicion,Nacionalidad,Valoracion_General,Potencial,Valor_Mercado,Salario,Arquetipo_Atipico,Indice_Rendimiento,Ratio_Valor_Rendimiento,ZScore_Altura_cm,ZScore_Fuerza
1680,V. Hernández,29,Atlético Nacional,Mediocampista,Colombia,75,75,6500000,6000,['Anomalía Física'],74.66666666666667,1.1476583951749572e-05,-3.1248295952129475,-2.6547310266348534
1682,T. Jantschke,28,Borussia Mönchengladbach,Defensor,Germany,75,75,5500000,24000,['Especialista Oculto'],76.66666666666667,1.3878829251961879e-05,-0.7856937169997171,0.12823681948345483
1703,S. Cristóforo,24,Getafe CF,Mediocampista,Uruguay,75,79,7500000,36000,['Especialista Oculto'],71.0,9.421442486538948e-06,-0.5061460576420328,0.2700485658474287
1706,P. Dummett,26,Newcastle United,Defensor,Wales,75,76,6500000,38000,['Especialista Oculto'],75.5,1.1547872201304344e-05,0.03783515710379826,0.31724113684273747
1713,Naldo,29,RCD Espanyol,Defensor,Brazil,75,75,5000000,24000,['Especialista Oculto'],75.33333333333333,1.4994689159761976e-05,0.8613640312073183,-0.15526965655546912
1714,Y. Ayoub,24,Feyenoord,Mediocampista,Morocco,75,79,8500000,12000,['Especialista Oculto'],77.83333333333333,9.143952559842665e-06,-0.5061460576420328,0.5950240761232378
1730,C. Budescu,29,Al Shabab,Atacante,Romania,75,75,6500000,32000,['Especialista Oculto'],73.66666666666667,1.1277810071778414e-05,0.30337133792695914,-0.16913227076261544
1734,L. De Silvestri,30,Torino,Mediocampista,Italy,75,75,6500000,37000,['Especialista Oculto'],72.83333333333333,1.1141704480897789e-05,1.2396429674052454,1.3262189742438084
1752,M. Morozyuk,30,Dynamo Kyiv,Defensor,Ukraine,75,75,4800000,1000,"['Especialista Oculto', 'Anomalía Física']",62.5,1.3018118513201726e-05,-1.1974581540514795,-3.1793387343039914
1757,L. Cigarini,32,Cagliari,Mediocampista,Italy,75,75,5000000,29000,"['Especialista Oculto', 'Especialista Oculto']",73.66666666666667,1.4648369858480178e-05,-0.5061460576420328,0.18880468827847643
1773,A. Westwood,28,Burnley,Mediocampista,England,75,75,6500000,48000,['Especialista Oculto'],75.16666666666667,1.1479330358481417e-05,-0.5061460576420328,0.351292443416381
1781,E. Thommy,23,VfB Stuttgart,Mediocampista,Germany,75,79,8500000,26000,['Especialista Oculto'],72.0,8.444756222759064e-06,-0.5061460576420328,-0.8673657201179032
1783,Bernardo,23,Brighton & Hove Albion,Defensor,Brazil,75,80,7500000,33000,['Especialista Oculto'],71.16666666666667,9.44731942378166e-06,0.44959959415555595,-0.15526965655546912
1797,S. Ilsanker,29,RB Leipzig,Mediocampista,Austria,75,75,5000000,40000,['Especialista Oculto'],62.5,1.2400791190319208e-05,1.6760902236670685,1.813682239657522
1802,Carlitos,28,Legia Warszawa,Atacante,Spain,75,75,7000000,12000,['Especialista Oculto'],76.33333333333333,1.0886098466519518e-05,-0.8530486245648807,0.20474827604026935
1813,P. Capelle,31,Angers SCO,Defensor,France,75,75,4400000,20000,['Especialista Oculto'],68.0,1.538461190393396e-05,-0.37392927994795944,-0.3442739739147518
1818,S. Larsson,25,Feyenoord,Atacante,Sweden,75,77,8000000,14000,['Especialista Oculto'],73.0,9.109058009850511e-06,-0.4675753037342646,-0.16913227076261544
1819,P. Tau,24,Agente Libre,Atacante,South Africa,75,81,0,0,['Talento Infravalorado'],78.33333333333333,78.33333333333333,-2.0094685870567206,-2.26286333285877
1834,G. dos Santos,29,LA Galaxy,Atacante,Mexico,75,75,6500000,10000,['Especialista Oculto'],73.5,1.1290320846340883e-05,-0.8530486245648807,-1.6646544579741547
1838,Sandro,22,Real Sociedad,Atacante,Spain,75,81,9500000,69000,['Especialista Oculto'],75.66666666666667,7.907478185723532e-06,-0.8530486245648807,-0.019580052041461526
1844,P. Pekarík,31,Hertha BSC,Defensor,Slovakia,75,75,4400000,23000,['Especialista Oculto'],69.5,1.5713313200697897e-05,-1.1974581540514795,-0.5332782912740344
1846,Pablo Hernández,33,Leeds United,Mediocampista,Spain,75,75,4000000,40000,['Especialista Oculto'],76.33333333333333,1.8894384762115983e-05,-0.942593313903851,-0.5423902098420941
1862,B. Santamaria,23,Angers SCO,Mediocampista,France,75,80,7500000,17000,['Especialista Oculto'],74.33333333333333,9.888695416341348e-06,0.803195711143427,0.10756081070952414
1872,Timor,28,UD Las Palmas,Mediocampista,Spain,75,75,5500000,11000,['Especialista Oculto'],72.5,1.3155504780347526e-05,1.2396429674052454,1.1637312191059037
1885,Y. Aït Bennasser,21,AS Monaco,Mediocampista,Morocco,75,83,10000000,39000,['Especialista Oculto'],75.16666666666667,7.487464805179984e-06,0.803195711143427,0.4325363209853333
1889,N. Tomovi?,30,Chievo Verona,Defensor,Serbia,75,75,4900000,15000,['Especialista Oculto'],73.5,1.4954218727524165e-05,0.03783515710379826,0.6007476128816615
1890,F. Roncaglia,31,RC Celta,Defensor,Argentina,75,75,4500000,20000,"['Especialista Oculto', 'Especialista Oculto']",73.83333333333333,1.6334804645692185e-05,-0.7856937169997171,0.12823681948345483
1902,C. Cueva,26,Agente Libre,Mediocampista,Peru,75,75,0,0,['Talento Infravalorado'],69.66666666666667,69.66666666666667,-1.8154878264274925,-1.11109735282476
1907,M. Mevlja,28,Agente Libre,Defensor,Slovenia,75,77,0,0,['Talento Infravalorado'],76.5,76.5,1.273128468259076,0.9787562476002267
1909,K. Stafylidis,24,FC Augsburg,Defensor,Greece,75,79,7000000,18000,"['Especialista Oculto', 'Especialista Oculto']",69.0,9.831859528090691e-06,-0.7856937169997171,0.12823681948345483
1929,M. Ça??ran,25,Çaykur Rizespor,Mediocampista,Turkey,75,79,7000000,13000,['Especialista Oculto'],75.33333333333333,1.0741953884411728e-05,0.3667484548816088,1.3262189742438084
1933,K. Traoré,26,Agente Libre,Mediocampista,Ivory Coast,75,75,0,0,['Talento Infravalorado'],75.0,75.0,-0.06969880138020956,-0.6236340874110463
1936,K. Fofana,26,Agente Libre,Atacante,Ivory Coast,75,75,0,0,['Talento Infravalorado'],75.83333333333333,75.83333333333333,1.0743179795881872,0.8029571509248851
1938,D. Bocanegra,31,Atlético Nacional,Defensor,Colombia,75,75,4400000,6000,['Especialista Oculto'],74.33333333333333,1.6870929746346704e-05,0.03783515710379826,0.31724113684273747
1945,Unai López,22,Athletic Club de Bilbao,Mediocampista,Spain,75,82,9000000,19000,['Especialista Oculto'],73.33333333333333,8.130981838602005e-06,-1.3790405701656694,-0.6236340874110463
1947,C. Söyüncü,22,Leicester City,Defensor,Turkey,75,83,8500000,43000,['Especialista Oculto'],73.16666666666667,8.564515755841146e-06,0.44959959415555595,0.6952497715613027
1959,S. ?nan,33,Galatasaray SK,Mediocampista,Turkey,75,75,3900000,47000,"['Especialista Oculto', 'Especialista Oculto']",75.33333333333333,1.9086220989894183e-05,0.803195711143427,0.2700485658474287
1964,V. Claesson,26,Agente Libre,Mediocampista,Sweden,75,78,0,0,['Talento Infravalorado'],76.83333333333333,76.83333333333333,0.803195711143427,0.18880468827847643
1981,M. Valdifiori,32,SPAL,Mediocampista,Italy,75,75,3800000,13000,['Especialista Oculto'],73.33333333333333,1.9232445345105687e-05,1.2396429674052454,0.351292443416381
1991,A. Limbombe,23,FC Nantes,Atacante,Belgium,75,79,8500000,21000,['Especialista Oculto'],71.83333333333333,8.430151966105077e-06,-0.8530486245648807,-0.7673411456472311
1996,E. Zukanovi?,31,Genoa,Defensor,Bosnia Herzegovina,75,75,4500000,15000,['Especialista Oculto'],76.66666666666667,1.6980431824193763e-05,1.273128468259076,1.2622627236391508
1998,M. Fernández,32,Club Necaxa,Mediocampista,Chile,75,75,5000000,14000,['Especialista Oculto'],75.66666666666667,1.5091075304266327e-05,-0.06969880138020956,-0.13617082199733269
1999,D. Rodríguez,28,Club Tijuana,Mediocampista,Uruguay,75,75,5500000,20000,"['Especialista Oculto', 'Especialista Oculto']",66.5,1.2047099266829843e-05,-1.3790405701656694,0.5950240761232378
2014,Zaldúa,26,Real Sociedad,Defensor,Spain,75,78,7000000,23000,['Especialista Oculto'],71.33333333333333,1.0157101406269674e-05,-1.1974581540514795,-1.005789084672241
2027,B. Alemán,28,Ettifaq FC,Mediocampista,Uruguay,75,75,6500000,29000,['Especialista Oculto'],72.66666666666667,1.1129829305688064e-05,-0.5061460576420328,0.9199995863990469
2030,S. Corchia,27,SL Benfica,Defensor,France,75,75,5500000,14000,['Especialista Oculto'],72.16666666666667,1.3087895099523317e-05,-1.1974581540514795,-0.3442739739147518
2033,D. Türüç,25,Kayserispor,Mediocampista,Turkey,75,79,8500000,14000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",76.83333333333333,9.024350987665297e-06,-0.06969880138020956,0.2700485658474287
2038,L. Ciman,32,Dijon FCO,Defensor,Belgium,75,75,3800000,13000,"['Especialista Oculto', 'Especialista Oculto']",73.83333333333333,1.936357565427686e-05,0.03783515710379826,-0.0607674978758278
2040,H. Medunjanin,33,Philadelphia Union,Mediocampista,Bosnia Herzegovina,75,75,3900000,9000,['Especialista Oculto'],75.33333333333333,1.92717610799622e-05,1.6760902236670685,1.0012434639679992
2050,L. González Pirez,26,Atlanta United,Defensor,Argentina,75,78,7000000,8000,['Especialista Oculto'],74.0,1.0559359223835728e-05,0.44959959415555595,0.5062454542020202
2053,M. Schnatterer,32,1. FC Heidenheim 1846,Mediocampista,Germany,75,75,5000000,14000,"['Especialista Oculto', 'Especialista Oculto']",73.5,1.4658952002602312e-05,0.3667484548816088,0.18880468827847643
2059,B. Douglas,28,Leeds United,Defensor,Scotland,75,75,5500000,38000,"['Especialista Oculto', 'Especialista Oculto']",67.0,1.2098228223505197e-05,-0.7856937169997171,-1.1002912433518823
2061,Medrán,24,Rayo Vallecano,Mediocampista,Spain,75,81,9000000,26000,['Especialista Oculto'],72.0,7.976954578223512e-06,-0.5061460576420328,-0.46114633227314183
2065,B. Joki?,32,Agente Libre,Defensor,Slovenia,75,75,0,0,['Talento Infravalorado'],70.33333333333333,70.33333333333333,-1.1974581540514795,0.5062454542020202
2068,L. Orbán,29,Racing Club,Defensor,Argentina,74,74,4400000,18000,['Especialista Oculto'],71.16666666666667,1.6108341004600648e-05,-0.7856937169997171,0.5062454542020202
2080,T. Hlatshwayo,28,Agente Libre,Defensor,South Africa,74,75,0,0,['Talento Infravalorado'],75.0,75.0,0.8613640312073183,1.2622627236391508
2081,M. Krohn-Dehli,35,Deportivo de La Coruña,Mediocampista,Denmark,74,74,2400000,7000,"['Especialista Oculto', 'Especialista Oculto']",71.16666666666667,2.9566529746629383e-05,-1.3790405701656694,0.351292443416381
2085,M. Pasqual,36,Empoli,Defensor,Italy,74,74,650000,9000,['Especialista Oculto'],68.83333333333333,0.0001044510301704145,-0.7856937169997171,-0.4387761325943931
2086,Zubeldia,21,Real Sociedad,Mediocampista,Spain,74,81,8000000,17000,['Especialista Oculto'],69.5,8.669077127469487e-06,0.3667484548816088,0.4325363209853333
2090,S. Ghoddos,24,Amiens SC,Mediocampista,Iran,74,79,7500000,16000,['Especialista Oculto'],72.83333333333333,9.6904368870272e-06,-0.06969880138020956,0.9199995863990469
2127,O. Norwood,27,Sheffield United,Mediocampista,Northern Ireland,74,74,6000000,39000,['Especialista Oculto'],71.33333333333333,1.1812108216795018e-05,-0.5061460576420328,-0.29865857713523725
2141,J. Pivari?,29,Dynamo Kyiv,Defensor,Croatia,74,74,4300000,1000,['Especialista Oculto'],66.33333333333333,1.54227663126173e-05,-1.1974581540514795,-0.9112869259925998
2147,A. Pritchard,25,Huddersfield Town,Atacante,England,74,78,7500000,37000,['Especialista Oculto'],70.66666666666667,9.375966205479695e-06,-1.6239952662261046,-2.561967770301078
2153,L. Griffiths,27,Celtic,Atacante,Scotland,74,74,6000000,46000,['Especialista Oculto'],73.16666666666667,1.2101663011082312e-05,-0.8530486245648807,0.055196057319115435
2170,M. Besler,31,Sporting Kansas City,Defensor,United States,74,74,3800000,7000,['Especialista Oculto'],73.83333333333333,1.939409349599155e-05,0.03783515710379826,0.5062454542020202
2180,C. Hourihane,27,Aston Villa,Mediocampista,Republic of Ireland,74,74,6000000,18000,['Especialista Oculto'],74.33333333333333,1.2351831336241608e-05,0.3667484548816088,0.5950240761232378
2185,M. Beši?,25,Middlesbrough,Mediocampista,Bosnia Herzegovina,74,79,6500000,58000,['Especialista Oculto'],72.83333333333333,1.1106026567140403e-05,0.3667484548816088,1.0012434639679992
2192,R. Ortiz,28,Agente Libre,Mediocampista,Paraguay,74,75,0,0,['Talento Infravalorado'],71.83333333333333,71.83333333333333,-0.5061460576420328,1.0012434639679992
2214,Lato,20,Valencia CF,Defensor,Spain,74,83,7500000,18000,['Especialista Oculto'],67.16666666666667,8.934112494354108e-06,-2.0209870281549946,-1.289295560711165
2225,C. Pizarro,39,SV Werder Bremen,Atacante,Peru,74,74,1600000,18000,['Maestro Veterano'],79.16666666666667,4.892868834238463e-05,0.30337133792695914,0.877733260285462
2226,Ivo,31,Henan Jianye FC,Mediocampista,Brazil,74,74,4900000,13000,['Especialista Oculto'],75.33333333333333,1.533346590675095e-05,0.803195711143427,-0.05492694442838041
2228,Iñigo Pérez,30,CA Osasuna,Mediocampista,Spain,74,74,4200000,9000,"['Especialista Oculto', 'Especialista Oculto']",72.33333333333333,1.7185392289841066e-05,-0.06969880138020956,0.8387557088300946
2238,E. Didot,34,En Avant de Guingamp,Mediocampista,France,74,74,1700000,19000,['Especialista Oculto'],73.5,4.2757392229556584e-05,-0.5061460576420328,0.026316933140571867
2244,A. Diamanti,35,Livorno,Mediocampista,Italy,74,74,2600000,4000,['Especialista Oculto'],76.0,2.918585668745903e-05,0.3667484548816088,-0.05492694442838041
2245,E. Cardona,25,Boca Juniors,Atacante,Colombia,74,75,6500000,39000,['Especialista Oculto'],74.83333333333333,1.1444153829206223e-05,0.688844658757571,1.2516138070883467
2259,Kahraba,24,Agente Libre,Mediocampista,Egypt,74,79,0,0,['Talento Infravalorado'],71.5,71.5,0.803195711143427,0.5950240761232378
2275,J. Geis,24,FC Schalke 04,Mediocampista,Germany,74,77,6000000,20000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",68.83333333333333,1.1434106627778522e-05,0.3667484548816088,1.1637312191059037
2289,A. Erokhin,28,Agente Libre,Mediocampista,Russia,74,74,0,0,['Talento Infravalorado'],74.33333333333333,74.33333333333333,2.9854319924525283,1.6511944845196174
2296,G. Sakai,27,Hamburger SV,Defensor,Japan,74,74,4600000,12000,['Especialista Oculto'],68.0,1.474414250994308e-05,-1.1974581540514795,-0.5332782912740344
2301,Diogo Figueiras,27,SC Braga,Defensor,Portugal,74,75,5000000,12000,['Anomalía Física'],61.666666666666664,1.2303801748376879e-05,-2.4327514652067572,-3.1793387343039914
2306,P. Barrientos,33,Deportivo Toluca,Atacante,Argentina,74,74,3400000,21000,['Especialista Oculto'],70.66666666666667,2.065672201401481e-05,-0.8530486245648807,-0.6177889269260772
2325,David Simão,28,Boavista FC,Mediocampista,Portugal,74,74,5500000,9000,['Especialista Oculto'],73.5,1.3341801898384117e-05,0.803195711143427,0.6762679536921901
2332,D. Simpson,31,Leicester City,Defensor,England,74,74,3700000,46000,['Especialista Oculto'],76.5,2.0421777783828675e-05,-1.1974581540514795,-0.24977181523511044
2346,Luisinho,33,SD Huesca,Defensor,Portugal,74,74,2200000,19000,['Especialista Oculto'],69.66666666666667,3.139550936059365e-05,-2.0209870281549946,-1.289295560711165
2347,A. Semenov,29,Agente Libre,Defensor,Russia,74,75,0,0,['Talento Infravalorado'],73.33333333333333,73.33333333333333,1.273128468259076,0.9787562476002267
2348,Ramalho,25,Girona FC,Defensor,Spain,74,78,6000000,22000,['Especialista Oculto'],71.83333333333333,1.19284824651031e-05,-0.37392927994795944,0.4117432955223788
2349,Kévin Rodrigues,24,Real Sociedad,Defensor,Portugal,74,79,6500000,18000,['Especialista Oculto'],68.16666666666667,1.0458216662849034e-05,-2.0209870281549946,-0.9112869259925998
2356,Dani Pacheco,27,Málaga CF,Mediocampista,Spain,74,74,6000000,10000,['Especialista Oculto'],71.33333333333333,1.186910506892317e-05,-1.8154878264274925,-0.29865857713523725
2363,P. Aguedar,30,Agente Libre,Defensor,Paraguay,74,74,0,0,['Talento Infravalorado'],73.83333333333333,73.83333333333333,0.03783515710379826,0.9787562476002267
2397,M. Ekici,28,Fenerbahçe SK,Mediocampista,Turkey,74,74,5500000,51000,['Especialista Oculto'],71.83333333333333,1.2940608970045822e-05,0.3667484548816088,0.10756081070952414
2398,A. Nyom,30,CD Leganés,Defensor,Cameroon,74,74,4099999,27000,['Especialista Oculto'],74.33333333333333,1.8011469186656975e-05,0.8613640312073183,1.4512670409984334
2399,K. Konaté,26,Agente Libre,Atacante,Ivory Coast,74,74,0,0,['Talento Infravalorado'],72.5,72.5,-0.4675753037342646,-0.4682367082049233
2413,I. Koné,30,Agente Libre,Defensor,Ivory Coast,74,74,0,0,['Talento Infravalorado'],75.66666666666667,75.66666666666667,0.03783515710379826,0.9787562476002267
2429,R. Saïss,28,Wolverhampton Wanderers,Mediocampista,Morocco,74,74,5500000,55000,['Especialista Oculto'],74.16666666666667,1.3351332730033113e-05,2.112537479928887,0.7575118312611424
2443,A. Mitri??,23,Agente Libre,Atacante,Romania,74,80,0,0,['Talento Infravalorado'],71.16666666666667,71.16666666666667,-1.6239952662261046,-1.215997801810693
2452,S. Vilakazi,28,Agente Libre,Mediocampista,South Africa,74,74,0,0,['Talento Infravalorado'],74.83333333333333,74.83333333333333,-1.3790405701656694,0.10756081070952414
2473,Carmona,30,Real Sporting de Gijón,Mediocampista,Spain,74,74,5500000,10000,"['Especialista Oculto', 'Especialista Oculto']",74.0,1.3430124604333103e-05,-0.06969880138020956,0.5137801985542856
2493,J. Plata,26,Real Salt Lake,Atacante,Ecuador,74,74,6000000,9000,['Anomalía Física'],71.16666666666667,1.1843344121038866e-05,-3.5513618703791723,-0.6925650362866541
2500,Bruno César,29,Sporting CP,Mediocampista,Brazil,74,74,5500000,12000,"['Especialista Oculto', 'Especialista Oculto']",73.83333333333333,1.3395014502597754e-05,-0.06969880138020956,0.5137801985542856
2513,F. Valverde,19,Real Madrid,Mediocampista,Uruguay,74,84,8500000,46000,['Especialista Oculto'],72.5,8.483500060437625e-06,0.803195711143427,-0.46114633227314183
2514,M. Etxeberría,26,Agente Libre,Mediocampista,Paraguay,74,74,0,0,['Talento Infravalorado'],73.5,73.5,0.803195711143427,0.2700485658474287
2519,P. Mpoku,26,Standard de Liège,Mediocampista,DR Congo,74,74,6000000,15000,['Especialista Oculto'],74.83333333333333,1.2441117355314377e-05,0.3667484548816088,0.9199995863990469
2544,J. Sánchez Miño,28,Independiente,Defensor,Argentina,74,74,4400000,18000,['Especialista Oculto'],69.16666666666667,1.565564758058377e-05,-0.7856937169997171,-0.24977181523511044
2565,De la Bella,32,UD Las Palmas,Defensor,Spain,74,74,3100000,10000,['Especialista Oculto'],72.66666666666667,2.336548016115322e-05,0.03783515710379826,-0.24977181523511044
2567,P. Morales,33,CD Universidad de Concepción,Mediocampista,Chile,74,74,3400000,5000,['Especialista Oculto'],73.66666666666667,2.1634844355894952e-05,0.3667484548816088,0.026316933140571867
2581,Luna,27,Levante UD,Defensor,Spain,74,75,5000000,19000,['Especialista Oculto'],70.83333333333333,1.4113034313667866e-05,-0.7856937169997171,0.31724113684273747
2586,A. Wan-Bissaka,20,Crystal Palace,Defensor,England,74,84,8000000,28000,['Especialista Oculto'],69.5,8.657198722322032e-06,0.03783515710379826,-0.3442739739147518
2599,Camilo,29,Querétaro,Atacante,Brazil,74,74,5500000,12000,['Especialista Oculto'],73.16666666666667,1.3274066290384684e-05,-1.6239952662261046,-0.09435616140203848
2600,J. Schmid,28,FC Augsburg,Defensor,France,74,74,5500000,22000,['Especialista Oculto'],65.83333333333333,1.1922006774959536e-05,-0.7856937169997171,0.22273897816309615
2601,Welthon,26,Vitória Guimarães,Atacante,Brazil,74,76,7000000,11000,['Especialista Oculto'],74.83333333333333,1.06737017058382e-05,-0.08210198290365273,0.5038527134825772
2611,F. Chafik,31,Dijon FCO,Defensor,Morocco,73,73,2600000,11000,['Especialista Oculto'],69.16666666666667,2.6490478811255404e-05,0.03783515710379826,0.4117432955223788
2637,S. Rybalka,28,Sivasspor,Mediocampista,Ukraine,73,74,3600000,12000,['Especialista Oculto'],70.83333333333333,1.961055197197712e-05,-0.5061460576420328,-0.21741469956628498
2645,T. Huddlestone,31,Derby County,Mediocampista,England,73,73,2700000,31000,['Especialista Oculto'],67.83333333333333,2.4838267482631213e-05,1.6760902236670685,2.057413872364379
2647,K. Nakamura,37,Kawasaki Frontale,Mediocampista,Japan,73,73,1300000,7000,['Especialista Oculto'],74.5,5.700072149906542e-05,-0.5061460576420328,-0.29865857713523725
2649,M. Vejinovi?,28,AZ Alkmaar,Mediocampista,Netherlands,73,73,4000000,14000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",70.33333333333333,1.752200194602177e-05,1.2396429674052454,0.5137801985542856
2655,I. Kovács,26,Agente Libre,Mediocampista,Hungary,73,74,0,0,['Talento Infravalorado'],68.66666666666667,68.66666666666667,-0.942593313903851,-1.5985606182384737
2660,J. Ward,28,Crystal Palace,Defensor,England,73,73,3200000,37000,['Especialista Oculto'],74.16666666666667,2.291215438817185e-05,0.8613640312073183,0.033734660803813515
2680,F. Kudryashov,31,Agente Libre,Defensor,Russia,73,73,0,0,['Talento Infravalorado'],71.66666666666667,71.66666666666667,-0.37392927994795944,0.22273897816309615
2688,R. Benzar,26,Agente Libre,Defensor,Romania,73,76,0,0,['Talento Infravalorado'],68.66666666666667,68.66666666666667,-0.37392927994795944,-0.0607674978758278
2714,O. Pérez,37,Patriotas Boyacá FC,Mediocampista,Argentina,73,73,1300000,2000,['Especialista Oculto'],70.5,5.4147423849904876e-05,0.3667484548816088,1.488706729381713
2724,C. Ke?erü,31,Agente Libre,Mediocampista,Romania,73,73,0,0,['Talento Infravalorado'],67.5,67.5,-0.06969880138020956,0.8387557088300946
2749,C. Buchtmann,26,FC St. Pauli,Mediocampista,Germany,73,76,4900000,16000,['Especialista Oculto'],73.83333333333333,1.501898257004694e-05,-0.5061460576420328,-0.29865857713523725
2763,Álex Gallar,26,SD Huesca,Mediocampista,Spain,73,74,4700000,19000,['Especialista Oculto'],70.83333333333333,1.5010239102160251e-05,-0.5061460576420328,0.2700485658474287
2766,Víctor Rodríguez,28,Seattle Sounders FC,Mediocampista,Spain,73,73,4000000,8000,['Especialista Oculto'],70.5,1.7589815970604798e-05,-1.8154878264274925,0.10756081070952414
2768,Élton,32,Al Qadisiyah,Atacante,Brazil,73,73,3100000,18000,"['Especialista Oculto', 'Anomalía Física']",68.16666666666667,2.186229788465965e-05,-3.5513618703791723,-2.412415551579924
2781,F. Manríquez,34,CD Universidad de Concepción,Mediocampista,Chile,73,73,1900000,5000,['Especialista Oculto'],74.83333333333333,3.92825690555193e-05,-1.8154878264274925,-0.05492694442838041
2782,Abraham González,32,Lobos BUAP,Mediocampista,Spain,73,73,3000000,8000,['Especialista Oculto'],72.83333333333333,2.4213201170256702e-05,-0.06969880138020956,0.5137801985542856
2802,Miguel Veloso,32,Genoa,Mediocampista,Portugal,73,73,2300000,13000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",75.5,3.264157689512456e-05,0.3667484548816088,0.8387557088300946
2811,J. Poulsen,34,FC Midtjylland,Mediocampista,Denmark,73,73,1900000,19000,['Especialista Oculto'],73.66666666666667,3.8388029327064796e-05,0.3667484548816088,0.6762679536921901
2812,A. Grünwald,29,FK Austria Wien,Mediocampista,Austria,73,73,3900000,15000,['Especialista Oculto'],74.66666666666667,1.9071940637222485e-05,1.6760902236670685,1.813682239657522
2819,J. Miši?,24,Sporting CP,Mediocampista,Croatia,73,78,5500000,9000,['Especialista Oculto'],73.16666666666667,1.3281294860296209e-05,1.6760902236670685,1.0824873415369516
2827,M. Banguera,32,Agente Libre,Portero,Ecuador,73,73,0,0,['Talento Infravalorado'],66.2,66.2,-0.04874839540656153,0.39575329387394603
2831,Sergio Tejera,28,Real Oviedo,Mediocampista,Spain,73,73,3200000,9000,['Especialista Oculto'],73.5,2.2904324429939412e-05,0.3667484548816088,0.6762679536921901
2844,A. Büttner,29,Vitesse,Defensor,Netherlands,73,73,3000000,12000,['Especialista Oculto'],68.16666666666667,2.263168792661977e-05,-1.1974581540514795,-0.24977181523511044
2847,K. Möhwald,24,SV Werder Bremen,Mediocampista,Germany,73,77,5000000,19000,['Especialista Oculto'],74.0,1.4743969965337724e-05,0.803195711143427,0.351292443416381
2849,J. Góralski,25,Agente Libre,Mediocampista,Poland,73,77,0,0,['Talento Infravalorado'],71.16666666666667,71.16666666666667,-0.942593313903851,0.9199995863990469
2850,S. Larsson,33,AIK,Mediocampista,Sweden,73,73,2300000,9000,"['Especialista Oculto', 'Especialista Oculto']",71.16666666666667,3.082141006723976e-05,-0.06969880138020956,0.026316933140571867
2859,G. Torje,28,Sivasspor,Mediocampista,Romania,73,73,4000000,13000,['Especialista Oculto'],68.83333333333333,1.7152583149950208e-05,-1.8154878264274925,-1.354828985531617
2871,F. Sambueza,29,Junior FC,Mediocampista,Argentina,73,73,3900000,4000,['Especialista Oculto'],72.0,1.8442618226788363e-05,-1.3790405701656694,-2.1672677612211397
2893,M. Knoll,27,FC St. Pauli,Mediocampista,Germany,73,73,3400000,14000,['Especialista Oculto'],66.83333333333333,1.957624890365683e-05,0.803195711143427,1.3262189742438084
2913,M. Martins,31,Agente Libre,Atacante,Bolivia,73,73,0,0,['Talento Infravalorado'],72.33333333333333,72.33333333333333,1.0743179795881872,0.9525093696460389
2920,M. Suttner,31,Brighton & Hove Albion,Defensor,Austria,73,73,2600000,33000,"['Especialista Oculto', 'Especialista Oculto']",68.33333333333333,2.5952642377778562e-05,-0.7856937169997171,-0.5332782912740344
2924,P. Tachtsidis,27,Nottingham Forest,Mediocampista,Greece,73,73,3400000,35000,['Especialista Oculto'],71.83333333333333,2.0912172466131256e-05,2.112537479928887,1.813682239657522
2964,J. Añor,24,Málaga CF,Mediocampista,Venezuela,73,78,5500000,8000,['Especialista Oculto'],71.5,1.298111601650036e-05,-0.5061460576420328,-1.0298534752558077
2968,S. Schaars,34,SC Heerenveen,Mediocampista,Netherlands,73,73,1200000,8000,"['Especialista Oculto', 'Especialista Oculto']",70.66666666666667,5.849884782104209e-05,-0.06969880138020956,0.4325363209853333
2974,R. Skov,22,FC København,Mediocampista,Denmark,73,81,6000000,15000,['Especialista Oculto'],71.83333333333333,1.1942364321025603e-05,0.803195711143427,0.6762679536921901
2984,M. Borjan,30,Agente Libre,Portero,Canada,73,73,0,0,['Talento Infravalorado'],69.8,69.8,1.5520435078089572,1.4758077683951598
2999,K. Rausch,28,Agente Libre,Defensor,Russia,73,73,0,0,['Talento Infravalorado'],69.16666666666667,69.16666666666667,0.03783515710379826,0.12823681948345483
3013,A. Özbiliz,28,Willem II,Atacante,Armenia,73,73,4000000,40000,['Especialista Oculto'],69.33333333333333,1.7161711923668665e-05,-0.8530486245648807,-0.6925650362866541
3023,R. van Rhijn,27,AZ Alkmaar,Defensor,Netherlands,73,74,3700000,12000,['Especialista Oculto'],69.33333333333333,1.8678155887709438e-05,-0.7856937169997171,-0.3442739739147518
3026,R. Elm,30,Kalmar FF,Mediocampista,Sweden,73,73,3700000,4000,"['Especialista Oculto', 'Especialista Oculto']",68.66666666666667,1.8538511913648693e-05,0.803195711143427,0.351292443416381
3037,Y. Banana,26,Agente Libre,Defensor,Cameroon,73,75,0,0,['Talento Infravalorado'],74.66666666666667,74.66666666666667,1.6848929053108337,1.8292756757169986
